Image URL,Web page URL,Subset,Labels
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NY/NRM/NY_NRM_1977_5834-001.jpg,https://artuk.org/discover/artworks/460-locomotive-no-1306-mayflower-next-to-unit-m77165-in-the-paint-shop-at-horwich-works-1975-9765,'train',' train'
https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/CW/MTE/CW_MTE_45-001.jpg,https://artuk.org/discover/artworks/6th-earl-and-countess-of-mount-edgcumbe-in-coronation-robes-14840,'validation',' chair'
https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/NY/YAM/NY_YAM_260367-001.jpg,https://artuk.org/discover/artworks/87-squadron-gladiators-tied-together-k7967-k8027-k7972-10402,'test',' aeroplane'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NY/YAG/NY_YAG_YORAG_326-001.jpg,https://artuk.org/discover/artworks/a-seventeenth-century-dutch-interior-with-a-seated-lady-8374,'test',' chair diningtable dog'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/LNE/RAFM/LNE_RAFM_FA03538-001.jpg,https://artuk.org/discover/artworks/a-20-havoc-light-bomber-136117,'test',' aeroplane'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/DUR/DBM/DUR_DBM_770-001.jpg,https://artuk.org/discover/artworks/a-basket-of-flowers-with-a-dog-chasing-a-bird-44680,'train',' bird dog'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/DUR/DBM/DUR_DBM_769-001.jpg,https://artuk.org/discover/artworks/a-basket-of-flowers-with-birds-44726,'train',' bird'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NY/YAG/NY_YAG_YORAG_66-001.jpg,https://artuk.org/discover/artworks/a-bather-7936,'test',' chair'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/LW/NARM/LW_NARM_131900-001.jpg,https://artuk.org/discover/artworks/a-battery-of-the-royal-horse-artillery-galloping-to-a-fresh-position-182844,'train',' horse'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/SYO/CG/SYO_CG_CP_TR_156-001.jpg,https://artuk.org/discover/artworks/a-bavarian-lake-with-fishing-boats-68811,'test',' boat'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/ESX/AM/ESX_AM_262-001.jpg,https://artuk.org/discover/artworks/a-bay-horse-4097,'test',' horse'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/KT/MMB/KT_MMB_06_029-001.jpg,https://artuk.org/discover/artworks/a-bay-horse-76966,'test',' horse'
https://d3d00swyhr67nd.cloudfront.net/w800h800/collection/NG/NG/NG_NG_NG983-001.jpg,https://artuk.org/discover/artworks/a-bay-horse-a-cow-a-goat-and-three-sheep-near-a-building-113901,'test',' cow horse'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NTI/TRR/NTI_TRR_337062-001.jpg,https://artuk.org/discover/artworks/a-bay-horse-and-a-pony-in-a-landscape-101086,'train',' horse'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NTIII/CAL/NTIII_CAL_290260-001.jpg,https://artuk.org/discover/artworks/a-bay-horse-called-fleacatcher-169526,'test',' horse'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NTI/PNC/NTI_PNC_1420370-001.jpg,https://artuk.org/discover/artworks/a-bay-horse-chance-and-a-jockey-102326,'train',' horse'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/ESX/AM/ESX_AM_258-001.jpg,https://artuk.org/discover/artworks/a-bay-horse-in-a-landscape-3778,'test',' horse'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/ESX/AM/ESX_AM_590-001.jpg,https://artuk.org/discover/artworks/a-bay-horse-in-a-landscape-4061,'test',' horse'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NTIV/UPP/NTIV_UPP_138312-001.jpg,https://artuk.org/discover/artworks/a-bay-horse-in-a-landscape-with-his-groom-and-two-hounds-220307,'test',' horse'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NTIII/CAL/NTIII_CAL_290484-001.jpg,https://artuk.org/discover/artworks/a-bay-horse-in-a-stable-169372,'train',' horse'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NTIV/KHA/NTIV_KHA_445331-001.jpg,https://artuk.org/discover/artworks/a-bay-horse-in-a-stable-220614,'test',' horse'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/ESX/AM/ESX_AM_184-001.jpg,https://artuk.org/discover/artworks/a-bay-horse-in-a-stable-3599,'test',' horse'
https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/SFK/NHM/SFK_NHM_1986_004-001.jpg,https://artuk.org/discover/artworks/a-bay-horse-in-a-wooded-landscape-11244,'train',' horse'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/ESX/AM/ESX_AM_455-001.jpg,https://artuk.org/discover/artworks/a-bay-horse-near-a-building-3946,'train',' horse'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NTIII/FEL/NTIII_FEL_1401221-001.jpg,https://artuk.org/discover/artworks/a-bay-horse-pony-bloodhound-and-dachshund-outside-felbrigg-hall-171257,'train',' horse'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NTII/BKH/NTII_SKH_1196043-001.jpg,https://artuk.org/discover/artworks/a-bay-hunter-and-a-pug-dog-in-a-landscape-132043,'test',' dog'
https://d3d00swyhr67nd.cloudfront.net/w800h800/collection/NG/NG/NG_NG_NG818-001.jpg,https://artuk.org/discover/artworks/a-beach-scene-with-fishermen-113903,'test',' boat'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/STF/WAG/STF_WAG_OP536-001.jpg,https://artuk.org/discover/artworks/a-belgian-school-19183,'test',' chair diningtable'
https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/VA/PC/VA_PC_2007BP2389-001.jpg,https://artuk.org/discover/artworks/a-bird-32686,'train',' bird'
https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/LAN/TURT/LAN_TURT_PCF21-001.jpg,https://artuk.org/discover/artworks/a-bird-in-a-tree-152732,'validation',' bird'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/CDN/LBCN/CDN_LBCN_426-001.jpg,https://artuk.org/discover/artworks/a-bird-in-half-123669,'test',' bird'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NTI/LDK/NTI_LDK_884912-001.jpg,https://artuk.org/discover/artworks/a-black-dog-100725,'test',' dog'
https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/SYO/BHA/SYO_BHA_90009742-001.jpg,https://artuk.org/discover/artworks/a-black-dog-68634,'train',' dog'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/ESX/AM/ESX_AM_443-001.jpg,https://artuk.org/discover/artworks/a-black-horse-at-newmarket-3596,'test',' horse'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NTII/ATT/NTII_ATT_609052-001.jpg,https://artuk.org/discover/artworks/a-black-horse-called-bishop-with-his-groom-in-a-landscape-131049,'test',' horse'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NTIII/ERH/NTIII_ERH_201463-001.jpg,https://artuk.org/discover/artworks/a-black-horse-in-a-courtyard-167313,'test',' horse'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/TATE/TATE/TATE_TATE_T00888_10-001.jpg,https://artuk.org/discover/artworks/a-black-horse-with-two-dogs-201729,'test',' dog horse'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NTII/LYP/NTII_LYP_500458-001.jpg,https://artuk.org/discover/artworks/a-black-scottie-dog-called-mr-black-132621,'validation',' dog'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NY/YAG/NY_YAG_YORAG_37_b-001.jpg,https://artuk.org/discover/artworks/a-blenheim-spaniel-8707,'train',' dog'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/KT/MMB/KT_MMB_06_014-001.jpg,https://artuk.org/discover/artworks/a-boat-at-sea-the-rescue-76602,'test',' boat'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NMM/NMMG/NMM_NMMG_BHC1081-001.jpg,https://artuk.org/discover/artworks/a-boat-attack-on-a-lugger-172712,'train',' boat'
https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/NWM/BSI/NWM_BSI_PCF2-001.jpg,https://artuk.org/discover/artworks/a-boat-in-barmouth-harbour-and-estuary-178320,'test',' boat'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/ES/BRHM/ES_BRHM_BRM_FA000107-001.jpg,https://artuk.org/discover/artworks/a-boat-moored-before-a-walled-farm-75566,'train',' boat'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NTS/HAD/NTS_HAD_79_71-001.jpg,https://artuk.org/discover/artworks/a-boat-off-shore-196864,'train',' boat'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/PKA/PKC/PKA_PKC_1_63D-001.jpg,https://artuk.org/discover/artworks/a-boat-on-the-tay-at-kinfauns-128991,'train',' boat'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/CSF/STG/CSF_STG_18002_032-001.jpg,https://artuk.org/discover/artworks/a-boat-on-the-water-127581,'train',' boat'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/WMR/RAA/WMR_RAA_PL000534-001.jpg,https://artuk.org/discover/artworks/a-boat-passing-a-lock-148679,'validation',' boat'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NY/YAG/NY_YAG_YORAG_19-001.jpg,https://artuk.org/discover/artworks/a-bouquet-of-roses-8059,'train',' diningtable'
https://d3d00swyhr67nd.cloudfront.net/w800h800/collection/NG/NG/NG_NG_NG6358-001.jpg,https://artuk.org/discover/artworks/a-bowl-of-flowers-113914,'train',' diningtable'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NTS/BROE/NTS_BROE_73_23-001.jpg,https://artuk.org/discover/artworks/a-bowl-of-fruit-and-silver-on-a-table-196071,'test',' diningtable'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/ABD/AAG/ABD_AAG_ag012121-001.jpg,https://artuk.org/discover/artworks/a-boy-107493,'train',' chair'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/WAR/COMP/WAR_COMP_92-001.jpg,https://artuk.org/discover/artworks/a-boy-aged-two-54720,'test',' bird diningtable'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NGS/NGS/NGS_NGS_NG_1193_F-001.jpg,https://artuk.org/discover/artworks/a-boy-and-a-girl-with-a-collie-dog-standing-by-a-stream-study-for-the-covenanters-baptism-214375,'test',' dog'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NTII/TTT/NTII_TTT_1298858-001.jpg,https://artuk.org/discover/artworks/a-boy-and-a-horse-131453,'test',' horse'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NTII/QBM/NTII_QBM_1452204-001.jpg,https://artuk.org/discover/artworks/a-boy-herding-cows-outside-a-church-130590,'train',' cow'
https://d3d00swyhr67nd.cloudfront.net/w800h800/collection/NG/NG/NG_NG_NG2548-001.jpg,https://artuk.org/discover/artworks/a-boy-holding-a-grey-horse-113916,'test',' horse'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NTIII/BLI/NTIII_BLI_355576-001.jpg,https://artuk.org/discover/artworks/a-boy-leading-a-horse-171150,'train',' horse'
https://d3d00swyhr67nd.cloudfront.net/w800h800/collection/NG/NG/NG_NG_NG3591-001.jpg,https://artuk.org/discover/artworks/a-boy-seated-drawing-113917,'train',' chair'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/DUR/DBM/DUR_DBM_533-001.jpg,https://artuk.org/discover/artworks/a-boy-sitting-on-a-dogs-back-44361,'train',' dog'
https://d3d00swyhr67nd.cloudfront.net/w800h800/collection/NG/NG/NG_NG_NG933-001.jpg,https://artuk.org/discover/artworks/a-boy-with-a-bird-113918,'test',' bird'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NTIII/ICK/NTIII_ICK_851702-001.jpg,https://artuk.org/discover/artworks/a-boy-with-a-dog-171856,'train',' dog'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/LSW/RBGM/LSW_RBGM_MN_CD1_059-001.jpg,https://artuk.org/discover/artworks/a-brazilian-climbing-shrub-and-humming-birds-87613,'train',' bird'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NOT/NCMG/NOT_NCMG_1930_20-001.jpg,https://artuk.org/discover/artworks/a-break-in-the-storm-glen-lyon-perthshire-46949,'train',' sheep'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NY/SMG/NY_SMG_233-001.jpg,https://artuk.org/discover/artworks/a-breezy-day-scarborough-9210,'validation',' boat'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NTIII/CAL/NTIII_CAL_TEMP4-001.jpg,https://artuk.org/discover/artworks/a-brindled-shorthorn-cow-bred-at-calke-169577,'train',' cow'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NTI/STM/NTI_STM_872098-001.jpg,https://artuk.org/discover/artworks/a-british-warship-firing-salvoes-in-a-calm-with-other-boats-101544,'test',' boat'
https://d3d00swyhr67nd.cloudfront.net/w800h800/collection/NG/NG/NG_NG_NG1683-001.jpg,https://artuk.org/discover/artworks/a-brown-and-white-skewbald-horse-with-a-saddle-beside-it-113920,'test',' horse'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/ES/BRHM/ES_BRHM_BPV_001084-001.jpg,https://artuk.org/discover/artworks/a-brown-cow-75028,'train',' cow'
https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/SYO/BHA/SYO_BHA_90009745-001.jpg,https://artuk.org/discover/artworks/a-brown-dog-with-a-collar-68637,'train',' dog'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NTI/PNC/NTI_PNC_1420372-001.jpg,https://artuk.org/discover/artworks/a-brown-horse-a-spaniel-and-a-groom-102328,'train',' horse'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NTII/SGB/NTII_SGB_1271092-001.jpg,https://artuk.org/discover/artworks/a-brown-horse-in-a-landscape-132364,'train',' horse'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NTIV/HARTM/NTIV_HARTM_TEMP13-001.jpg,https://artuk.org/discover/artworks/a-brown-horse-in-a-stable-with-a-cat-and-mouse-220513,'train',' horse'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/CW/DCL/CW_DCL_1615-001.jpg,https://artuk.org/discover/artworks/a-bugler-in-the-duke-of-cornwalls-light-infantry-13751,'validation',' diningtable'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NTIV/PET/NTIV_PET_485151-001.jpg,https://artuk.org/discover/artworks/a-bull-and-cows-in-a-landscape-219624,'validation',' cow'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NY/YAG/NY_YAG_YORAG_330-001.jpg,https://artuk.org/discover/artworks/a-burning-town-by-moonlight-with-travellers-8660,'train',' horse'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NTII/DMS/NTII_DMS_814210-001.jpg,https://artuk.org/discover/artworks/a-calm-estuary-with-fishing-boats-and-a-man-o-war-firing-a-salute-132441,'train',' boat'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/LLR/LAMS/LLR_LAMS_L_F3_1891_0_0-001.jpg,https://artuk.org/discover/artworks/a-calm-on-the-kel-near-dordrecht-the-netherlands-81157,'train',' boat'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NTI/LLN/NTI_LLN_461461-001.jpg,https://artuk.org/discover/artworks/a-calm-sea-with-three-small-sailing-boats-101103,'test',' boat'
https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/CW/MTE/CW_MTE_21-001.jpg,https://artuk.org/discover/artworks/a-calm-sea-with-two-fishing-boats-a-man-of-war-firing-a-salute-beyond-14816,'train',' boat'
https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/CW/MTE/CW_MTE_22-001.jpg,https://artuk.org/discover/artworks/a-calm-sea-with-two-fishing-boats-and-a-third-beached-14817,'train',' boat'
https://d3d00swyhr67nd.cloudfront.net/w800h800/collection/BBO/CHQ/BBO_CHQ_193-001.jpg,https://artuk.org/discover/artworks/a-canal-in-a-dutch-town-with-figures-fishing-56106,'train',' boat dog'
https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/GAC/GAC/GAC_GAC_1842-001.jpg,https://artuk.org/discover/artworks/a-carter-and-his-horse-28139,'test',' horse'
https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/NMM/NMMG/NMM_NMMG_BHC1604-001.jpg,https://artuk.org/discover/artworks/a-catalina-flying-boat-sighting-the-bismarck-20-may-1941-176083,'test',' boat'
https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/WMR/APH/WMR_APH_N070467-001.jpg,https://artuk.org/discover/artworks/a-cavalier-with-a-grey-horse-144110,'train',' horse'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NTII/ARGY/NTII_ARGY_564856-001.jpg,https://artuk.org/discover/artworks/a-cavalier-with-a-horse-and-a-dog-130034,'test',' dog horse'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NTIII/ANG/NTIII_ANG_515824-001.jpg,https://artuk.org/discover/artworks/a-cavalry-officer-with-his-horse-170246,'train',' horse'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NTIV/CAR/NTIV_CAR_154006-001.jpg,https://artuk.org/discover/artworks/a-chelsea-interior-the-carlyles-at-home-with-their-dog-nero-218859,'test',' dog'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NTIII/CAL/NTIII_CAL_290442-001.jpg,https://artuk.org/discover/artworks/a-chestnut-horse-in-a-landscape-169478,'train',' horse'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/ESX/AM/ESX_AM_416-001.jpg,https://artuk.org/discover/artworks/a-chestnut-horse-in-a-landscape-3621,'test',' horse'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NML/WARG/NML_WARG_WAG_2347-001.jpg,https://artuk.org/discover/artworks/a-chestnut-horse-in-a-landscape-97435,'test',' horse'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/ESX/AM/ESX_AM_113-001.jpg,https://artuk.org/discover/artworks/a-chestnut-horse-in-a-landscape-happy-laughter-3712,'test',' horse'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NTII/LYP/NTII_LYP_500008-001.jpg,https://artuk.org/discover/artworks/a-chestnut-horse-in-a-stable-132585,'test',' horse'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NTII/LYP/NTII_LYP_500007-001.jpg,https://artuk.org/discover/artworks/a-chestnut-horse-in-a-stable-132584,'test',' horse'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NTIV/KHA/NTIV_KHA_445333-001.jpg,https://artuk.org/discover/artworks/a-chestnut-horse-in-a-stable-220616,'test',' horse'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/ESX/AM/ESX_AM_451-001.jpg,https://artuk.org/discover/artworks/a-chestnut-horse-in-a-stable-3942,'test',' horse'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NTI/ANT/NTI_ANT_353115-001.jpg,https://artuk.org/discover/artworks/a-chestnut-horse-on-a-lunge-99211,'train',' horse'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/WAR/HERB/WAR_HERB_305-001.jpg,https://artuk.org/discover/artworks/a-chestnut-hunter-in-a-landscape-55223,'validation',' horse'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/CHE/WAGA/CHE_WAGA_1978_224-001.jpg,https://artuk.org/discover/artworks/a-child-and-a-boat-104200,'test',' boat'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NTII/LPH/NTII_UPH_446720-001.jpg,https://artuk.org/discover/artworks/a-child-holding-a-dog-131972,'test',' dog'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NTI/DYP/NTI_DYP_453798-001.jpg,https://artuk.org/discover/artworks/a-child-with-his-pony-and-a-dog-at-dyrham-park-gloucestershire-99901,'train',' dog'
https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/VA/PC/VA_PC_2007BN6088-001.jpg,https://artuk.org/discover/artworks/a-chinese-dignitary-in-a-boat-32249,'train',' boat'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/STF/WAG/STF_WAG_OP708-001.jpg,https://artuk.org/discover/artworks/a-choppy-day-in-the-channel-19396,'test',' boat'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/TWMS/SAG/TWMS_SAG_TWCMS_C7373-001.jpg,https://artuk.org/discover/artworks/a-chorus-of-birds-35556,'test',' bird'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NTII/ATT/NTII_ATT_608999-001.jpg,https://artuk.org/discover/artworks/a-classical-landscape-with-two-shepherds-and-sheep-131010,'train',' sheep'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/LAN/HARR/LAN_HARR_PRSMG_P14-001.jpg,https://artuk.org/discover/artworks/a-clear-day-shooter-and-dogs-151880,'train',' dog'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/STC/SLK/STC_SLK_419-001.jpg,https://artuk.org/discover/artworks/a-clydesdale-horse-190694,'train',' horse'
https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/CDNII/KEN/CDNII_KEN_J910563-001.jpg,https://artuk.org/discover/artworks/a-coast-scene-with-fishermen-hauling-a-boat-ashore-191845,'test',' boat'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NTI/TYD/NTI_TYD_13756-001.jpg,https://artuk.org/discover/artworks/a-coast-scene-with-fishing-boats-100792,'test',' boat'
https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/NOT/NOCCH/NOT_NOCCH_CH0021-001.jpg,https://artuk.org/discover/artworks/a-coastal-scene-with-a-cliff-a-fishing-boat-and-a-merchantman-in-a-storm-46364,'test',' bird boat'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NMM/NMMG/NMM_NMMG_BHC1266-001.jpg,https://artuk.org/discover/artworks/a-coasting-smack-and-a-fishing-boat-in-the-river-gannell-172816,'test',' boat'
https://d3d00swyhr67nd.cloudfront.net/w800h800/collection/NG/NG/NG_NG_NG2541-001.jpg,https://artuk.org/discover/artworks/a-cobbler-113931,'train',' dog'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/WLC/WLC/WLC_WLC_P83-001.jpg,https://artuk.org/discover/artworks/a-cockerel-with-other-birds-209719,'train',' bird'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/DUR/DRM/DUR_DRM_1998_64-001.jpg,https://artuk.org/discover/artworks/a-collecting-dog-45802,'validation',' dog'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NY/MAG/NY_MAG_HARAG_101-001.jpg,https://artuk.org/discover/artworks/a-coming-storm-8874,'test',' bird horse'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/SFK/CCM/SFK_CCM_R_1993_68_3-001.jpg,https://artuk.org/discover/artworks/a-common-lot-with-a-pony-donkeys-and-sheep-11536,'test',' sheep'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NTIV/PET/NTIV_PET_486196-001.jpg,https://artuk.org/discover/artworks/a-concert-of-birds-i-219706,'train',' bird'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NTIV/PET/NTIV_PET_486277-001.jpg,https://artuk.org/discover/artworks/a-concert-of-birds-ii-219785,'test',' bird'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/CW/RCM/CW_RCM_TRURI_1921_31-001.jpg,https://artuk.org/discover/artworks/a-concert-party-14320,'train',' chair'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/LLR/LAMS/LLR_LAMS_L_F10_1882_0_0-001.jpg,https://artuk.org/discover/artworks/a-cool-retreat-80894,'train',' sheep'
https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/LLR/LCNUG/LLR_LCNUG_1927_49-001.jpg,https://artuk.org/discover/artworks/a-corner-of-old-venice-81839,'train',' boat'
https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/STF/WEDSD/STF_WEDSD_P_107-001.jpg,https://artuk.org/discover/artworks/a-corner-of-the-farmyard-19931,'test',' bird cow dog sheep'
https://d3d00swyhr67nd.cloudfront.net/w800h800/collection/NG/NG/NG_NG_NG861-001.jpg,https://artuk.org/discover/artworks/a-cottage-by-a-river-with-a-distant-view-of-a-castle-113939,'train',' cow'
https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NY/MAG/NY_MAG_HARAG_94-001.jpg,https://artuk.org/discover/artworks/a-cottage-interior-8904,'test',' diningtable'
